cluster	EQ1	EQ2	EQ3	EQ4	EQ5	EQ6	EW1	EW2	EW3	EW4	EW5	EW6	OQ1	OQ3	OQ4	OQ5	OW1	OW4	OW5	OW7
FEX_0002247	0.19	0	0.3	0	0	1.66	0.72	0.13	1.16	0.08	1.11	0.18	0.22	0.17	0.06	0.36	0.34	0	0.37	0.29
FEX_0002251	0.09	NA	0.07	0.24	NA	0	0.41	0.12	0.19	NA	0.9	0.15	0	0	0	0.08	0.22	1.08	0.09	0
FEX_0002252	0.09	NA	0.07	0.24	NA	0	0.41	0.12	0.19	NA	0.9	0.15	0	0	0	0.08	0.22	1.08	0.09	0
FEX_0002253	0.23	0.18	0	0.68	0	1.85	0	0.28	NA	0.29	0	0.4	0	0	0	14.51	0	0.19	0.88	0.04
FEX_0002254	0.27	0.08	0.09	0.97	0.08	1.88	0	0.54	0.4	0.19	0.17	0.09	0.2	0	0.06	4.92	0.07	0.15	0.39	0.22
FEX_0002255	0.07	0	0.14	0.22	NA	2.14	0	0.07	0.94	0	0.28	0.11	0.39	0	0.09	0.16	0.09	0.14	0.15	0.35
FEX_0002256	0.38	0.14	0	1.25	0.16	1.79	5.12	1.05	0.15	0	NA	0	0.1	0	0	0.08	0.05	0.06	0	0.73
FEX_0002257	0.56	0.07	0	1.44	0.14	1.79	0	2.82	0.14	0	NA	0	0.09	0	NA	0.09	0.06	0.08	0	0.26
FEX_0002258	0.19	0.72	0.74	0.29	0.06	2.45	0.14	0.28	0.41	0.32	0.35	0.36	0.12	0.02	0.07	0.06	0.07	0.28	0.17	0.18
FEX_0002259	0	0	NA	NA	0.25	NA	9.3	0.38	0.22	0	NA	0	0.1	0	0	NA	0	0.08	NA	3.12
FEX_0002260	0	0.95	0	0.33	NA	NA	0	0.12	NA	0	NA	0	NA	0	0	0	NA	0	NA	1.9
FEX_0002261	66.67	70.83	0	NA	NA	NA	NA	NA	NA	100	0	NA	NA	31.7	0.67	NA	NA	97.3	NA	NA
FEX_0002262	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0002263	0.05	0.25	0	20.62	0.51	18.97	0	0.54	0.53	0.42	NA	0.17	0.4	0	0.02	33.33	0.07	0.18	0	5.81
FEX_0002264	NA	59.04	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	99.81	NA	100	NA	37.8	NA	100	NA
FEX_0002265	0	28.57	0.48	0.31	NA	2.34	0.38	33.33	16.8	33.33	12.26	28.56	46.37	75	0	0.07	NA	22.54	1.46	25.39
FEX_0002267	0.1	0.23	0.1	0.43	0.61	1.78	0.39	0.17	0.11	0.05	0.23	0.28	0.3	0.04	0.07	0.02	0.19	0.93	0.32	0.47
FEX_0002268	0.06	0.04	0	NA	0.37	2.15	0.28	0.08	0	0	0.23	0.25	0.59	0	NA	0.03	NA	3.03	0.55	1.76
FEX_0002269	0.17	0.46	0	0.05	0.48	1.57	1.05	0.19	0.21	0.04	0.22	0.36	0.52	0.02	0.08	0	0.07	1.15	0.03	0.24
FEX_0002270	0.07	0.6	0	0.12	NA	1.27	0	0.35	0.11	0	0.38	0.8	0.49	0.02	0.1	0.04	0.07	0.91	0.04	0.27
FEX_0002271	0.2	0	0.3	1.23	1.23	2.29	0.06	0.1	0.13	0	0	0.22	0.07	0	0	0	0	0.13	0.36	1.18
FEX_0002272	NA	0	0.23	0.45	NA	0.65	0	0.05	NA	NA	0.08	0.14	NA	0	NA	0.09	0	0.32	0	0.05
FEX_0002273	0	0.21	0.08	0	NA	3.16	0	0.21	0	0.11	0.33	0.14	0.27	0.07	0.02	0	0.1	0.68	0.95	0.06
FEX_0002274	0	0	0	0.8	0.39	NA	0.65	0.6	0	0	0	0.07	0.05	0.12	0.1	0	0.58	0	0.18	0.2
FEX_0002275	0	0.32	0.55	NA	NA	NA	0	0	NA	0	NA	0	NA	0	NA	NA	NA	0	0	0.25
FEX_0002276	0.69	0.14	0.14	1.57	0.32	2.84	0.13	0.11	0.27	0.15	0.34	0.04	1.18	0.12	0.12	0	0	0.3	0.08	0.26
FEX_0002277	0	NA	0	0	NA	1.28	0.3	0	0.4	0.27	0	0	2.86	0	NA	NA	NA	0	0.17	0.31
FEX_0002278	NA	NA	0.1	NA	0	7.69	0.46	0.13	0	0.18	1.67	0.3	0.83	0	NA	NA	NA	0	NA	0
FEX_0002279	1.11	0.14	NA	3.77	0.51	NA	0	0.36	0.22	0	0.04	0	0.04	0.55	0.12	0	0	0.52	0	0.5
FEX_0002280	1.11	0.14	NA	3.77	0.51	NA	0	0.36	0.22	0	0.04	0	0.04	0.55	0.12	0	0	0.52	0	0.5
FEX_0002281	0.14	0.15	0.15	0.77	0.1	1.14	0.56	0.16	0	0.12	0.22	0.06	0.13	0	0	0.14	0.02	0	0.32	0.11
FEX_0002282	NA	0	NA	NA	NA	NA	0	0.55	NA	NA	NA	0	1.15	NA	NA	0	NA	0.52	NA	0
FEX_0002283	NA	0	NA	NA	NA	NA	0	0.55	NA	NA	NA	0	1.15	NA	NA	0	NA	0.52	NA	0
FEX_0002284	0	0	0	0.12	0.15	3.41	0.59	0.4	0.95	0.09	0.2	0.37	0.51	0	0	0.1	0.11	0.18	0.19	0.54
FEX_0002285	NA	NA	NA	NA	NA	3.1	0	47.66	0.2	0	NA	0	50	0	NA	NA	0.58	50.26	0	50
FEX_0002286	0.1	0.17	0.15	0.96	5.18	2.23	0.65	2.08	0.27	0.17	0.51	1.71	3.07	1.37	2.74	0.09	1.74	0.37	0.12	0.14
FEX_0002287	0.1	0.17	0.15	0.96	5.18	2.23	0.65	2.08	0.27	0.18	0.51	1.71	3.07	1.37	2.74	0.09	1.74	0.37	0.12	0.14
FEX_0002288	0	1.64	0.32	NA	NA	NA	0.21	14.29	NA	NA	NA	0.19	0	0	NA	0	NA	0	NA	0.46
FEX_0002289	0.11	0.17	0.16	0.19	0.4	1.96	0.69	0.24	0.33	0.19	0.28	1.55	0.49	0.09	0.03	0.11	0.1	0.38	0.19	0.22
FEX_0002290	0.12	0.16	0.15	0.2	0.07	2.57	0.78	0.24	0.32	0.14	0.32	2.23	0.35	0.01	0.04	0.13	0.1	0.46	0.17	0.16
FEX_0002291	0.07	0.03	0.18	0.27	0	3.15	0.67	0.24	0.35	0.15	0.19	2.9	1.2	0.01	0.05	0.11	0.09	0.24	0.16	0.15
FEX_0002292	0.06	0.12	0.19	0.25	0.04	2.28	0.62	0.25	0.35	0.17	0.2	2.51	0.83	0.14	0.04	0.11	0.1	0.19	0.18	0.22
FEX_0002293	0.14	0.03	0.14	0.16	1.97	1.19	0	0.21	0.38	0.34	0	0.21	0.25	0	0.19	0	0	0.54	0.26	0.45
FEX_0002294	0.01	0.49	0.34	0.19	0.3	2.79	0.15	0.07	0.2	0.38	0.21	0.88	0.13	0.02	0.21	0.46	0.04	0.22	0.57	1.93
FEX_0002295	22.08	20.16	0.2	49.95	0.2	1.68	37.31	10.7	33.33	49.43	0.63	10.57	27.36	35.74	20.05	37.5	42.91	0.02	0	16.78
FEX_0002296	NA	NA	NA	NA	NA	NA	NA	0.59	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78
FEX_0002297	0.16	32.86	0	0	50	2.88	20.05	0.29	0.23	0	NA	0	0.57	7.04	0	100	0	5.71	0.18	0
FEX_0002298	3.24	0.81	0.43	0.37	NA	2.3	0.26	0.06	0	0	0.47	0.15	0.11	0.11	0	0.08	0.18	0.77	0.14	0.34
FEX_0002299	3.24	0.81	0.43	0.37	NA	2.3	0.26	0.06	0	0	0.47	0.15	0.11	0.11	0	0.08	0.18	0.77	0.14	0.34
FEX_0002301	NA	NA	NA	NA	NA	NA	31.58	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
FEX_0002302	NA	NA	NA	NA	NA	NA	0.18	0	0	NA	34.51	42.03	50	0	NA	NA	NA	0	NA	33.33
FEX_0002303	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	0.96	NA	0	NA	NA	NA	0	NA	NA
FEX_0002304	0.62	0.19	0.19	0.7	0.2	2.12	0.27	0.29	0.37	0.15	0.52	0.41	1.54	0.11	0.03	2.18	0.1	0.25	0.19	0.27
FEX_0002305	NA	NA	0	NA	NA	NA	0.93	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	0	NA	1.11
FEX_0002306	0.16	NA	0.11	NA	0.88	1.3	0.26	0.09	NA	0.18	0	0.5	NA	0	0	NA	NA	0.39	NA	0
FEX_0002307	0.1	0.1	0.07	0	0.5	3.7	0.33	1.04	0.1	0	2	0.69	0.29	0.27	NA	0	0	0.16	0.1	0.06
FEX_0002308	0	0.18	0	0.55	0.19	5.15	0	0	0.58	0	NA	1.09	0	0	0	NA	NA	0	0.31	0.67
FEX_0002309	0	NA	NA	0	0.11	3.45	0	0.83	0	0.18	1.43	0.62	0	0	NA	0.21	NA	0.09	NA	0
FEX_0002310	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	0	0.22	NA	NA	NA	NA	NA	NA	NA
FEX_0002311	0	0.2	0	NA	NA	NA	0.72	0	0.35	0.07	0.2	0.2	0	0	NA	0	NA	0.32	0	0.78
FEX_0002312	0.1	NA	0.25	0	NA	1.07	1.02	0	NA	0	NA	0.23	NA	0	0	NA	0	NA	0.26	0
FEX_0002313	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0.23	NA
FEX_0002314	0.08	0.15	0.04	0.24	0.33	NA	0.61	0	0	0.73	0.6	0	0.33	0	0	0.51	NA	0.11	0.37	0.12
FEX_0002315	0	NA	NA	NA	0	NA	0.31	0	0	NA	NA	NA	0	0	NA	NA	NA	0.32	NA	0.15
FEX_0002316	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.24	NA	0
FEX_0002317	NA	NA	NA	NA	0	0	NA	NA	NA	0.15	NA	NA	0	0	NA	NA	NA	NA	NA	NA
FEX_0002318	0.13	0.18	0.37	0.19	0.74	1.76	0.28	0.31	0.16	0.16	0.31	0.43	0.14	0.01	0.21	0.05	0.07	0.19	0.24	0.23
FEX_0002319	0	0.17	NA	0.42	NA	NA	0.52	0	0.28	NA	0	0.03	0	0	0	NA	0	NA	NA	0.17
FEX_0002320	0.11	0.1	0.16	0	2.47	1.25	0	0.3	0.09	0.14	0.39	0.3	0.21	0	0.08	0	0.02	0.03	0	0.23
FEX_0002321	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	0
FEX_0002322	0	0	NA	NA	NA	1.07	0.15	0	0.06	NA	NA	0.64	NA	0	NA	NA	0	0	NA	0.48
FEX_0002323	NA	NA	NA	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0002326	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0002327	0.42	0.28	0.87	0.4	1.25	1.52	0.26	0.91	0.31	0.38	0.43	0.42	0.27	0.08	1.07	0.13	0.6	0.39	0.2	0.46
FEX_0002328	0.12	0.1	0.28	0.2	0.35	1.26	0.89	0.15	0.2	0.04	0.02	0.17	0.06	0.23	0.02	0.03	0.02	0.56	0.1	0.32
FEX_0002329	0	0.41	0.36	0	NA	1.16	0	0	0	0	0	0.24	NA	0	0.08	0	0.7	0	0	11.04
FEX_0002330	0.13	0.33	0.01	2.59	0.22	2.19	0.19	0.8	0.37	0.16	2.13	0.28	0.36	0.06	0.06	0.12	0.12	0.06	0.15	0.16
FEX_0002331	0.08	0.26	0.2	0.2	0.1	1.74	0.15	0.31	0.15	0.36	0.38	0.23	0.18	0.06	0.2	0.07	0.08	1.08	0.15	0.08
FEX_0002332	0.3	0.03	0	0.46	0	2.24	0.77	0.32	0.11	0.08	0.02	0.17	0.64	0.16	0	0.02	9.12	0.37	0.37	0.26
FEX_0002333	NA	NA	NA	NA	NA	0.77	NA	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	0
FEX_0002334	0.56	0.21	0	0	0	1.18	0.11	0.19	0.57	0.7	0.21	3.72	0.29	0.05	0.02	NA	0.15	0.08	0.41	0.11
FEX_0002335	0.06	NA	NA	0.23	20.5	2.36	0.53	0.87	0.13	0.21	0.15	1.29	0.19	0.23	0	0.19	0.42	0.39	0.4	0.05
FEX_0002336	0.11	2.35	0.14	0.65	0	1.68	0.61	0.26	0.26	0.41	0.24	0.19	0.33	0.03	0.06	0.06	0.07	0.21	0.15	0.29
FEX_0002337	99.79	NA	0	33.33	NA	1.92	NA	0.17	NA	NA	0.3	0.27	33.35	49.87	NA	NA	NA	0.28	NA	30.81
FEX_0002338	99.79	NA	0	33.33	NA	1.92	NA	0.17	NA	NA	0.3	0.27	33.35	49.87	NA	NA	NA	0.28	NA	30.81
FEX_0002339	0	0	0.31	0	NA	2.44	0.19	0.25	0.19	NA	0.14	0.22	0	0	0	0	NA	0.36	NA	0.11
FEX_0002340	NA	0	0.16	0	NA	NA	0	NA	NA	0	0	NA	NA	0	NA	NA	0	NA	NA	0
FEX_0002341	0.27	0.08	0.36	0	0.11	1.14	0	0.16	0.48	0	0.24	0.3	0.07	0.06	0	0.03	0.09	0.11	0.21	0.28
FEX_0002342	0	0	NA	1.39	NA	4.17	0	0.06	NA	0	NA	0	0	0	NA	NA	0.16	0	0	0
FEX_0002343	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0002344	0	0	NA	1.39	NA	8.33	0	0	NA	0	NA	0	0	0	NA	NA	0.16	NA	0	0
FEX_0002345	0.05	0.08	0	0.46	0.2	3.06	0.27	0.53	0.32	0.1	0.4	0.13	0.26	0.04	0	0.38	0.17	0.31	0.17	2.19
FEX_0002346	0	NA	0.72	NA	NA	2.94	0	0	NA	0	NA	0	0.56	0	NA	0	0	0	0	0.5
FEX_0002347	0.07	0	0	NA	NA	NA	0.15	0.47	1.57	NA	0	0	0.02	0.1	0.04	0.05	0.02	0	0	0.44
FEX_0002348	0.06	0.18	0.3	1.2	0.22	1.35	0.05	0.3	0.26	0	0.1	0.93	0.28	0.02	0	0.44	0.01	0.33	0	0.27
FEX_0002349	0.04	0.2	0.79	1.39	0.44	1.01	0	0.28	0.42	0	0	1.32	0.46	0	0	0.69	0	0.41	0	0.19
FEX_0002350	NA	0	NA	NA	NA	1.53	NA	NA	NA	NA	NA	NA	0.38	0	NA	NA	NA	NA	NA	0
FEX_0002351	NA	NA	0.2	NA	NA	3.76	NA	0.11	NA	NA	NA	NA	4.29	0	NA	NA	0	0.22	NA	0
FEX_0002352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	0.09	0	0.12	0	NA	NA	NA
FEX_0002353	NA	0	NA	NA	NA	NA	NA	0.24	NA	NA	NA	0.33	0.03	0.71	0.02	0.08	5.62	3.1	NA	0.95
FEX_0002354	0.07	0.49	0.05	0.07	0.51	2.14	0.1	0.37	0.17	0.78	0.38	0.35	0.25	0.58	0.17	0.04	0.04	0.09	0.69	0.28
FEX_0002355	0	0	0.11	NA	NA	2.76	0	0.51	0.04	0.49	0	1.13	0	2.82	NA	NA	0.1	0.13	0.22	0
FEX_0002356	0	0	0	NA	0	1.57	0	0	NA	NA	0.18	0.82	0	0	NA	NA	NA	0.19	0.62	1.19
FEX_0002357	0	1.4	0.56	0.14	0.23	1.42	0	0.2	0	0.16	0	0.6	0.48	0.05	0	0.2	0.08	0.04	0.12	0.07
FEX_0002358	0	NA	0.32	NA	0.2	1.93	0.09	0.2	0.36	NA	NA	NA	0	0	16.67	NA	NA	NA	NA	0
FEX_0002359	0.58	0.02	0.43	1.41	0.31	1.99	0.17	0.36	0.22	0.09	0.29	0.17	1.62	0.99	0.1	0.25	0.06	0.43	0.15	0.3
FEX_0002360	0.61	0.04	0.12	1.94	0.36	1.41	0.14	0.43	0.19	0.21	0.36	0.27	2.57	0.08	NA	0.06	0.07	0.19	0.24	0.38
FEX_0002361	0	NA	0.41	NA	NA	4.37	0	0	0.83	NA	NA	0.97	0	0	0.16	0.9	NA	0	0.06	0
FEX_0002362	NA	0	NA	0.26	NA	4.15	0	100	NA	0	NA	NA	0.36	NA	NA	NA	0	0	NA	6.67
FEX_0002363	0.07	0.65	0	0.62	0.07	2.15	0.06	0.36	0.57	0.45	3.33	0.45	1.11	0.4	0	0	0.3	0	0.1	0.18
FEX_0002364	0	0.79	20.51	28.57	NA	0.74	0	1.02	0.22	0.12	0.26	0	0.01	0.02	0	0.04	0.07	7.91	0	2.56
FEX_0002365	NA	0	34.18	28.57	NA	0.74	0	NA	NA	NA	NA	0	0.07	0	NA	NA	NA	14.52	NA	17.89
FEX_0002367	NA	NA	0.78	NA	NA	NA	NA	0	NA	NA	NA	NA	0.86	NA	NA	NA	NA	1.39	NA	0
FEX_0002368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
FEX_0002369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
FEX_0002370	0	1.72	NA	0	NA	7.81	0	0	NA	0	NA	NA	10.29	0	NA	0	0.22	NA	0	0
FEX_0002371	0.1	0.37	0.52	0.08	0.13	2.58	0.51	0.31	0.22	0.15	0.07	0.3	0.2	0.03	0.1	0.05	0.03	0.25	0.09	0.09
FEX_0002372	0.08	0.26	0.39	0.37	0.29	0.98	0.14	0.42	0.25	1.82	0.4	0.16	0.24	0.21	0.08	0.14	0.11	0.3	0.09	0.12
FEX_0002373	NA	NA	NA	0	NA	NA	0	0	0	0.36	NA	NA	0	NA	0	NA	0	0	0.14	0.06
FEX_0002374	0.12	0	NA	0	0	2.22	0	0.24	0.25	NA	0.54	0	0.07	0.14	0.1	0.34	0.09	0.26	0.13	0.09
FEX_0002375	0.09	0.18	0	0.02	0	2.32	0.19	0.08	0.12	0.23	0.33	0.32	0.24	0.05	0.11	0.18	0.07	0.06	0.15	0.32
FEX_0002376	0	0	0	NA	0	NA	0	0	0.22	0	0.24	0	2.38	0	NA	NA	0.14	0	0	0.21
FEX_0002378	0	0	0.07	0	0	6.25	0.12	0	0.67	0.22	0.08	0.72	0.55	0	0.06	NA	0.04	NA	0.09	0
FEX_0002379	0.38	0.4	0.38	0.17	0	11.83	0.27	0.34	0.12	0.16	0.28	0.37	0.81	0.19	NA	0.07	0.03	0.06	0.6	2.35
FEX_0002380	0.12	0.35	NA	2.42	0	1.89	0.04	0.2	0.18	0.49	1.12	0	0.53	6.3	0	0.07	0	0.22	0.66	0.16
FEX_0002381	0.05	0.22	0.18	1.36	0.25	1.45	0.13	0.21	0.26	0.19	0.54	0.18	0.3	4.17	0	0.16	0.12	0.15	0.36	0.34
FEX_0002382	NA	0.36	0	0.85	0	2.22	0	0.47	0.23	NA	0.12	0	0.58	0.04	NA	0.69	NA	0.2	NA	0.13
FEX_0002383	0	0.1	NA	NA	NA	1.16	0	0	0	0.09	0.65	0.32	0	0.08	NA	0.06	0.13	NA	NA	0.36
FEX_0002384	0	0.2	0.51	1.79	1.23	0	0	0	0.68	NA	0.3	2	0	0	NA	NA	NA	0	0.2	0
FEX_0002385	NA	0	0	5	NA	0	1.74	0	NA	NA	0.57	0	0.04	0.51	0	NA	NA	0	0.17	0.21
FEX_0002386	0.49	0.23	0.44	0.48	NA	NA	NA	0	0.14	0.98	0.18	0.11	2.91	0	NA	0.08	0	0	NA	0.39
FEX_0002387	NA	20.16	0	NA	0.31	15.78	6.25	14.69	80	0	0.21	42.66	15.39	18.18	0	0	0	1.23	0.08	10.6
FEX_0002388	0	NA	0.51	NA	NA	NA	0	0.33	NA	0.2	0	0	0	0	NA	0	0.19	0.13	0	0.2
FEX_0002389	0	NA	0	0.23	NA	3.31	0.11	0.48	4.3	0.46	0.13	0.22	0.61	NA	NA	0.8	0.03	0	0	0
FEX_0002390	0.06	0	0	NA	0.15	2.36	0	0.18	0	0.2	0.6	0.37	0.17	NA	NA	0.8	0.03	0.26	0	0.22
FEX_0002391	0.34	0.13	0.27	0.52	0.18	1.51	0.25	0.26	0.68	0.21	0.4	0.28	0.21	0.49	0.02	0.13	0.61	0.28	0.18	0.63
FEX_0002392	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0002393	0.14	NA	0.75	NA	NA	NA	NA	0.15	1.02	0.5	NA	0.31	0	0.06	NA	NA	NA	0.19	NA	0
FEX_0002394	0	0.05	0.18	0.19	NA	NA	0.34	0.63	0.3	0	NA	NA	0.08	0	0	NA	0.12	0	0	0
FEX_0002395	0.36	NA	NA	0.29	NA	NA	NA	0.15	NA	NA	NA	NA	NA	0	NA	NA	0	0.83	0.25	0.24
FEX_0002396	0	0	0	0.22	NA	0.98	0.17	0.45	0	0.53	0.17	0.62	1.17	0.1	0.14	0.32	0	0.7	0.08	5.66
FEX_0002397	0.12	0.24	0.4	0.17	0	1.21	0.2	0.21	0.18	0.26	0.36	0.04	0.25	0	0	0.05	0.03	0.2	0.06	0.2
FEX_0002398	0	NA	NA	0.16	NA	NA	0.15	0.06	NA	NA	3.17	0	0	0	NA	NA	NA	0.15	NA	0.42
FEX_0002399	4.47	0.31	0.08	NA	0	1.61	0.44	0.16	0.33	0	0	0.29	0.02	9.36	NA	0.11	12.41	0.04	0	0.2
FEX_0002400	0.26	0	1.79	0	0.17	1.76	0.24	0.3	0.09	0.08	0.21	0.11	0.3	0	0.04	0.36	0.42	0.42	NA	0.33
FEX_0002401	0.2	0.12	NA	0	0.32	NA	0.33	0.37	8.82	NA	NA	0.19	0.5	0	0	0.09	0	NA	NA	0.12
FEX_0002402	NA	NA	NA	NA	0	1.2	0.13	0	0.41	0	NA	0	NA	0	0	0	0	0	NA	0
FEX_0002403	0.1	0.06	0.29	0.78	0.22	1.67	0.03	0.4	0.17	0	0.07	0.97	0.07	0.09	0	0	0.05	0.35	1	0.25
FEX_0002404	0	0	0	NA	NA	2.53	0	0.63	0	0.74	0.31	0	0.27	0.03	0	0	0	0.94	0	0
FEX_0002405	0	0	0	NA	NA	4.12	0	0.95	0	0.25	0.31	0	0.32	0.03	0	0	0	0.94	0	0
FEX_0002407	0	0.26	0.32	0.14	0	0	0	0.19	0.28	0	0.17	0.11	0	1.22	NA	NA	0	0.1	0.1	0.42
FEX_0002408	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0002409	NA	NA	NA	0	NA	0	0.42	0.51	NA	0.25	NA	NA	0.05	0	0	0	0	0	1.08	0
FEX_0002411	0	0.17	0.38	0	NA	2.36	0.68	0.65	0.35	0.27	0.26	0.93	0.19	0	NA	0	0.09	0	0	0.03
FEX_0002412	NA	0.12	0.05	0	0	4	0.05	0.04	0.13	NA	0.36	0	0.64	0	NA	0.07	0	0.14	NA	0.02
FEX_0002414	0.14	0.16	0.06	1.47	0.55	2.45	0.36	1.63	0.59	0.25	0.34	0.26	0.85	0.18	0.04	0.12	0.12	0.43	0.64	0.47
FEX_0002415	0.49	0.37	1.04	0	NA	1.07	0.19	0.28	0.16	0.08	0.63	0	0.29	0	0	0.05	NA	0.28	0.09	0.47
FEX_0002416	0	0.27	0	1.02	NA	1.9	0.43	0	0.33	0	0.3	0	0.05	2.25	NA	0	0.14	0.41	0	0.28
FEX_0002417	0	0	NA	1.35	NA	3.24	0	0.27	0	0.26	0.5	0.61	0	0	NA	0	0.12	0.99	0.33	0
FEX_0002418	0	NA	NA	0	NA	0.47	0	0	NA	0	NA	1.43	0.35	0	NA	NA	NA	0	NA	0
FEX_0002419	0.14	0.07	0	0	0.11	2.29	0.18	4.08	0.72	0.29	0.15	0	1.92	0	0	0.08	0	0.18	0.36	0.09
FEX_0002420	0	0	0	49.09	NA	0.98	0.09	0.43	0.19	0.3	0	0.11	50	0	0	NA	0	0.11	0.14	0
FEX_0002421	0	0	NA	0	0	0.36	0	0	0	NA	0.32	NA	NA	NA	NA	0	NA	NA	NA	0
FEX_0002422	0	0	0.23	0	0	0.22	0	0.19	0	0.17	0.27	0	0.92	0.12	0	0.16	0	0.45	0.47	0
FEX_0002423	0	0	NA	0	0	0.36	0	0	0	NA	0.15	NA	0	0	NA	0	NA	NA	0.39	0
FEX_0002424	0.41	0	0.57	0.11	0.11	5.27	0.48	0.19	0.19	0	0.23	3.12	0.71	0	0.07	0.03	0.08	0.14	1.31	0.43
FEX_0002425	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	98.44	0	NA	NA	NA	NA	NA	NA
FEX_0002426	0.16	0.27	NA	NA	NA	NA	0	15.37	0.08	NA	0	0.22	0	0	NA	0	NA	NA	NA	NA
FEX_0002427	0.11	0.25	0	0.11	19.97	1.79	0.1	0.28	0.09	0	0.13	0.11	0.24	0.04	NA	0.03	0.04	0.05	0.05	0.32
FEX_0002428	0	0.74	0	0	NA	9.09	0.25	0	0	0	0.94	0.21	0.21	NA	NA	NA	0.18	NA	NA	0
FEX_0002429	NA	NA	NA	NA	NA	NA	NA	98.57	NA	NA	4.55	98.48	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0002430	0.06	0.21	0.37	1.24	0.14	2.13	0.27	6.29	0.39	0.25	0.41	0.12	3.79	8.39	0	0.06	0	0.11	0.14	0.23
FEX_0002431	0	98.52	0.24	0	0	2.11	37.5	25.32	0.36	NA	0.34	23.43	100	0	NA	NA	0.19	0	100	14.29
FEX_0002432	1.17	0	0	NA	NA	NA	0	2.94	0	NA	1.07	NA	0.49	0	NA	0	0	0	NA	0
FEX_0002433	0	0.14	0.19	NA	NA	1.51	0	0.36	0.08	NA	0.2	0.64	0	0	0	0.29	0.03	0.08	0.1	0.13
FEX_0002434	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0
FEX_0002435	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	NA	NA	0.09	NA	0	0
FEX_0002436	0	NA	NA	NA	0.63	NA	0.11	0	0.32	0	NA	NA	NA	NA	NA	0	NA	0.2	0	NA
FEX_0002438	0.08	0.06	0.71	0.15	0.18	3.16	0.06	0.42	0.29	0	0.29	0.01	0	0.13	NA	0.24	0.11	0.17	0.14	0.32
FEX_0002439	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
FEX_0002440	0.26	0	0.22	1.28	0	2.76	0.31	0.24	0.21	0.44	0.21	0.47	0.17	0	0	0	0.05	0.51	0.56	0.26
FEX_0002441	0	0	1.25	0	NA	NA	0.39	0.48	0.1	0	0.08	0.96	0	0.16	0	0.22	NA	0.19	0.43	0.36
FEX_0002442	0.08	1.85	0.36	0.03	0.07	2.63	3.11	1.18	0.12	0.11	0.54	0.84	0.17	1.56	0.07	0.09	0	0.16	0.27	0.37
FEX_0002443	0.13	0.23	0.13	0.06	0	1.66	0.1	0.24	0.11	0.12	0.57	0.71	0.44	0.06	0	0.02	0	0.2	0.11	0.45
FEX_0002444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
FEX_0002445	0.19	0.13	0	0	17.73	0.96	0	0	0.11	0.79	NA	NA	2	0	0	0	50.09	40	0.28	0.93
FEX_0002446	NA	NA	NA	0	100	0.96	NA	0	NA	0.79	NA	NA	4.67	0	NA	NA	100	50	NA	2.17
FEX_0002447	0.25	NA	0.06	0	0	NA	0.36	0.32	0.22	NA	0	0.64	0.25	0	NA	0.17	NA	0.68	0	0
