cluster 	color	NQ1	NQ2	NQ3	NQ4	NQ5	NQ6	NW1	NW2	NW3	NW4	NW5	NW6	OQ1	OQ3	OQ4	OQ5	OW1	OW4	OW5	OW7
FEX_0005229	 darkolivegreen	0.06	0.33	3.12	0.34	0	1.9	0	0.5	0	0.89	0.36	0.15	0.08	0.09	NA	0	0.06	0.38	0.54	0.11
FEX_0005230	 darkolivegreen	0	0	NA	NA	NA	1.95	0	0	0	NA	NA	0.44	0.23	0.12	NA	0	NA	0	1.01	0
FEX_0005231	 darkolivegreen	0	0.22	NA	0	0.12	1.58	0	0.42	0.12	NA	NA	0.09	NA	0.17	NA	NA	0.6	0.14	0.34	0
FEX_0005232	 darkolivegreen	0	0.1	0.49	0.62	0	2.2	0.16	0.15	0.06	0	0.12	0.3	0.07	0.01	0.01	0.06	0	0.28	0.19	0.42
FEX_0005234	 darkolivegreen	0.26	0.1	1.9	0.23	NA	2.97	0.21	0.26	0.05	0.1	0.28	0.7	0.09	0.13	0	0.06	0.08	1.34	0.47	0.88
FEX_0005236	 darkolivegreen	0	0	0.24	0.39	NA	0.87	0.27	0.15	0.54	0.41	0	0.11	0	0	NA	0	0.12	0.96	0	0.05
FEX_0005237	 darkolivegreen	0.09	0	0	NA	0.56	13.99	0.33	0.5	0.31	NA	0	0	0	0	NA	0	0.1	NA	NA	1.11
FEX_0005238	 blue	0.32	0	0.16	0	0.22	0.78	0.6	0.47	0.6	NA	NA	0	0	11.11	0	0.4	0	NA	0.22	5.44
FEX_0005240	 green	0	0	0.22	0.19	0	NA	27.27	0	0	0	0.16	0	0	0	NA	0	NA	0	NA	1.61
FEX_0005241	 green	0.01	0.57	0.22	0.26	2.48	2.4	9.15	0.43	0.05	0	0.05	0	0.05	0	0.17	0	0.1	0.11	0.25	0.55
FEX_0005242	 darkolivegreen	0.01	0.66	0.23	0.42	2.48	2.53	0.1	0.59	0.1	0	0.03	0	0.06	0	0.17	0	0	0.2	0.25	0.23
FEX_0005243	 mediumpurple3	0.02	0.65	0	0	NA	1.57	0	0	0	NA	0	NA	0.03	0	0	NA	0	0	NA	0.56
FEX_0005254	 darkgreen	1.16	0	0.35	0	50	4.56	0.04	0.18	0	0.17	0.65	0.61	0.44	0.38	0	0.08	0.57	0	0.18	0.75
FEX_0005255	 purple	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	0.08	0	0	NA	0	NA	20	0	28.93
FEX_0005256	 darkgreen	1.02	0	0.12	0	40	4.56	0.23	0.11	0	0.12	0.43	0.28	0.29	0.33	0	0.04	0.44	5.3	0.24	7.52
FEX_0005257	 darkolivegreen	100	NA	98.53	20	NA	NA	34.72	100	99.89	100	33.43	36.67	100	100	100	NA	100	100	NA	25
FEX_0005258	 sienna3	NA	33.68	NA	NA	NA	33.33	8.84	NA	50.2	33.33	0.16	0	48.08	12.5	NA	NA	NA	0	NA	0
FEX_0005259	 sienna3	NA	16.84	0	NA	NA	33.33	8.84	NA	50.2	33.33	0.16	0	48.08	12.5	NA	NA	NA	0	NA	0
FEX_0005260	 darkmagenta	0	0.35	0	0.49	0.29	2.85	0.18	0.11	0.22	9.85	0.31	0.16	0.52	0	NA	0.15	0.17	0.15	0	0.09
FEX_0005262	 blue	0	0.93	NA	NA	NA	NA	0	0	0	50	NA	NA	0.17	32.91	NA	0	NA	0.15	0	0.92
FEX_0005263	 mediumpurple3	0	0	0.28	0.64	NA	0	0	0	NA	0	NA	0.57	0.39	0.06	0.13	0.32	0	0	0.14	1.12
FEX_0005264	 mediumpurple3	0	0	NA	0.64	NA	0	0	0	NA	0	NA	0.65	0.49	0	0.29	0.32	NA	0	0.27	0.87
FEX_0005265	 darkolivegreen	0.5	0	NA	0	0.14	3.33	0	0.31	0.32	0	0	0.05	0.19	0	0	0.33	0.04	0.19	0	0
FEX_0005266	 midnightblue	33.33	100	50.17	0	NA	25.68	25	0	25.11	NA	49.66	0	88.06	0	NA	99.86	100	2.35	0	0.08
FEX_0005267	 midnightblue	12.54	33.33	25.39	0	50	11.73	11.11	0	16.74	0	11.17	0.02	59.56	11.62	NA	59.91	25.24	0.65	0	10.59
FEX_0005268	 brown	0.06	0.08	0.95	NA	50	2.43	0	0.1	0	0	0.17	0.03	42.98	0	0	0	0.24	0.16	0	14.31
FEX_0005269	 brown	0.1	0.23	1.45	NA	NA	2.44	40	33.56	NA	0	0	0	39.58	0	33.29	NA	25	12.57	0	4.93
FEX_0005271	 darkred	0.26	20.51	NA	24.85	18.31	1.33	0	16.85	50.3	26.19	0	32.5	18.22	3.67	100	0	11.13	22.22	66.67	0.59
FEX_0005272	 black	0.87	50	0.28	98.83	50.04	2.05	0	16.85	50.3	0.12	0	97.31	23.11	5.73	100	0	33.4	32.92	0.57	33.39
FEX_0005273	 blue	5.82	0.78	50.58	NA	NA	36.68	40	0	0	NA	0.1	0	0.42	100	NA	0	0	1.35	0.19	27.46
FEX_0005274	 blue	4.65	NA	100	NA	NA	52.09	66.67	0	0	NA	0.1	0	0.28	100	NA	0	0	1.35	0	24.03
FEX_0005275	 blue	0	0.24	0	0.52	0.47	2.47	0	1.23	0.2	0	1.32	0	0.1	3.03	NA	NA	0	0	0	0.21
FEX_0005276	 darkolivegreen	0	NA	0	1.14	0	3.05	0	0	0.41	0	NA	0.68	0	0	NA	NA	0	0	0.4	0.12
FEX_0005277	 black	NA	NA	0	NA	NA	NA	0	0	NA	0	NA	0.82	0	0	NA	NA	0	0	0.4	0.21
FEX_0005278	 darkmagenta	0.19	0.11	0.3	0.05	0.14	1.04	0.08	0.56	0.45	6.4	0.38	0.33	0.14	0.34	NA	0.02	0.05	0.05	0	0.12
FEX_0005281	 blue	0.13	0.04	0.04	0.22	0.23	2.24	0.23	0.35	0.1	0	0.86	0.38	0.22	2.05	0.12	0.31	0.04	0.28	0.29	0.05
FEX_0005282	 sienna3	0.13	0.09	0.2	3.85	0	0.32	0.8	0.74	0.52	0	0.09	0	NA	5.65	50.1	NA	0	0	0.13	0.76
FEX_0005283	 darkolivegreen	0.15	0.27	0	NA	0	NA	0.54	0	0.87	NA	0.08	NA	0	0.11	0.06	NA	0	0.87	0.06	0
FEX_0005284	 red	0	0.41	0.22	1.83	0	1.46	0.36	1.23	0.17	0.23	0.12	0.59	0.04	0	0.08	0.06	0	0.21	0.07	0.29
FEX_0005285	 darkolivegreen	0.42	0	0.11	NA	NA	3.61	0.25	0.56	NA	0	0.47	0	0.04	0	0	NA	0	0.34	0.31	0.1
FEX_0005286	 red	0.87	0.14	0.3	1.75	0.22	1.5	0.87	0.37	0.31	0.12	0.87	0.21	0.3	0.64	0.04	0.14	0.19	0.38	0.16	0.14
FEX_0005287	 darkolivegreen	0.32	0	0.39	0	0.28	1.32	0.21	0.23	0.31	0	0.64	0.15	0.49	0.51	0.12	0.25	0.11	0.16	0.21	0.07
FEX_0005288	 magenta	0	0.52	0.14	NA	NA	NA	0.19	0.42	0.19	NA	1.01	0	0.2	0.05	0	0.16	0.2	0.04	0.07	0.19
FEX_0005289	 darkolivegreen	0.46	0.18	0.1	0.62	0.12	1.83	0.15	0.22	0.22	0.35	0.05	0.24	0.08	0	0.05	0.13	0.09	0.3	0.06	0.23
FEX_0005290	 salmon	0.86	0	0.11	0.37	0.14	1.64	0.07	0.15	0.11	0.39	0	0.16	0.11	0	0.05	0.09	0.09	0.39	0.03	0.3
FEX_0005291	 darkolivegreen	0.2	0	0.08	NA	NA	4.1	0.26	0.3	0	0	0	0	0.08	0	NA	0.13	0.07	0	0.18	0.16
FEX_0005292	 sienna3	0.1	50.19	34.8	0	0.42	NA	1.21	0	19.85	0.23	33.33	0	0.25	22.34	100	0	NA	25	39.82	1.16
FEX_0005294	 darkolivegreen	0.59	0.14	0.11	0.98	0.16	3.5	0.27	0.25	0.4	0.06	0.23	0.33	0.05	0	0.14	0.03	0.02	0.25	0.1	0.13
FEX_0005295	 red	0.16	0.12	0.1	1.73	0.2	1.31	0.21	0.36	0.38	0	0.17	0.04	0.78	0.06	0	0.02	0	0.25	0.25	0.34
FEX_0005297	 red	0	0	0.16	2.08	NA	NA	0.1	0.7	0	0	0.22	0.18	1.22	0	0	0	0	0.11	0	0.43
FEX_0005299	 darkgreen	0.19	0.2	0.26	0.11	12.39	1.43	2.11	1.86	3.21	0.06	0.38	3.25	3.01	0	0.09	0.34	0.05	0.22	3.48	2.9
FEX_0005300	 tan	0.5	1.04	8.64	1.81	0	1.06	2.89	0.35	34.23	0.28	0.13	6.48	0.25	0	6.79	0.41	2.26	0	0	0.06
FEX_0005302	 darkred	5.88	0.21	0.04	0.26	0	1.52	9.24	0.6	10.25	0.06	15.78	0.11	0.16	0	NA	0	0.02	0	100	1.77
FEX_0005303	 salmon	33.33	0	0	0.34	NA	NA	0	0.22	0.12	0	NA	0	0	0	NA	0	NA	0	NA	0
FEX_0005304	 darkred	0	NA	0.08	0.21	0	NA	20	NA	25.36	0	18.94	0	0	0	NA	0	NA	0	100	9.68
FEX_0005305	 tan	0	0	0.21	0	NA	0	0	0	0.23	0	NA	0	NA	0	NA	NA	NA	0	0	0
FEX_0005306	 darkgrey	20	20.56	40.28	0.06	0	1.66	0.5	6.07	18.13	9.19	10.82	23.9	0.54	9.09	25	14.29	22.19	0	28.42	9.33
FEX_0005307	 greenyellow	50	100	99.85	0.22	0	1.65	0	14.65	39.73	0	19.37	44.44	0	12.5	100	16.67	39.92	0	49.74	15.17
FEX_0005308	 darkolivegreen	0.16	12.55	0.53	0	NA	NA	0	7.71	0.28	0.38	0	0.22	0.03	0.04	0.06	0.04	0	0	NA	15.88
FEX_0005309	 darkolivegreen	0.16	12.55	0.53	0	NA	6.22	0	7.71	0.28	0.38	0	0.22	0.03	0.04	0.06	0.04	0	0	NA	14.12
FEX_0005310	 magenta	0	0.07	0.08	1.68	NA	NA	0	0.13	0	NA	6.67	0	NA	0.08	0	0	0	0.06	0.09	0.19
FEX_0005311	 darkgreen	7.68	0.1	0.05	1.3	49.69	2.56	0.24	0.37	0.2	0	3.33	0.38	13.65	12.77	0.01	0.05	0	0.14	1.66	1.39
FEX_0005313	 mediumpurple3	0	0.27	0.06	2.55	0.03	1.53	0.21	0.49	0	0.15	0.38	0.34	0.09	0.34	0	0.08	0.1	0.72	0.15	5.93
FEX_0005315	 greenyellow	0	27.54	0.44	3.79	0.03	0.92	0.23	0.26	0	0.26	0.33	0.28	0.17	0.34	0	0.03	0.1	0.21	0.09	0.39
FEX_0005317	 greenyellow	0	30.13	0.71	NA	0	0	0.29	0.12	NA	0.26	0.34	0.56	0.22	0	NA	0	NA	0.22	0	0.39
FEX_0005319	 greenyellow	0	50.1	0.71	NA	NA	0	0.52	0.09	NA	NA	0.43	0	0	0	NA	NA	NA	0.28	NA	0.4
FEX_0005320	 greenyellow	0.09	50	14.29	0	0.13	0.85	11.78	8.87	0.11	0.34	24.89	0	50	7.14	NA	23.68	0	11.16	75.01	0
FEX_0005321	 greenyellow	0.09	50	14.29	0	0.13	0.85	4.84	8.87	0.11	0.34	24.89	0	50	12.5	NA	23.68	0	11.16	50.28	0
FEX_0005322	 skyblue	0.1	0.23	0	1.7	0.14	2.7	3.16	3.41	0.27	0.12	0.18	0.23	0.1	0	0.01	0.19	10.08	0.2	0.14	0.24
FEX_0005324	 darkolivegreen	0	0.15	NA	NA	NA	13.03	0	2.5	0.64	NA	NA	0.82	0.43	0	NA	NA	NA	0.08	NA	0.09
FEX_0005326	 midnightblue	0.13	0.17	10.17	0.24	NA	11.52	0	19.14	0.09	0.18	0.36	25.11	10.56	4.36	NA	50	0	0.11	0.22	0.12
FEX_0005327	 purple	0	NA	NA	0.25	NA	0	0.62	0	NA	0	0.83	3.2	22.24	0	33.33	0.42	0	33.57	0	16.74
FEX_0005328	 purple	0	NA	NA	0.25	NA	0	0.62	0	NA	0	0.83	3.2	22.24	0	33.33	0.42	0	33.57	0	16.74
FEX_0005329	 darkgreen	4.38	0	12.71	2.64	50	1.5	0.47	0.51	0.32	0.57	5.59	7.15	11.56	0.02	11.11	0.03	11.76	0.12	0.09	3.97
FEX_0005330	 red	0.15	0	0	1.38	NA	1.5	0.5	0.2	0.33	0.65	0.55	0.16	0.16	0.03	0	0	0.05	0.14	0.11	0.3
FEX_0005334	 brown	0	16.57	NA	20.52	NA	1.3	10.11	0.05	0.28	0	NA	NA	25.13	0.08	NA	NA	0	0	0	0
FEX_0005335	 black	21.13	0.26	0	16.46	0	5.15	0.19	0.47	12.91	0	0.18	66.3	16.68	0	0.39	33.56	0	12.87	0.06	12.79
FEX_0005336	 black	21.13	0.26	0	16.46	0	5.15	0.21	0.32	12.91	0	0.18	66.3	20.02	0	0.39	33.56	0	20.59	0.07	14.62
FEX_0005337	 red	0.09	0.58	0.18	4.85	0.04	1.8	0.35	0.49	0.07	4.41	0.04	0.28	0.14	1.84	0.05	0.06	0.03	3.69	0.19	1.28
FEX_0005338	 darkolivegreen	0.04	1.51	0.16	0	NA	4.83	0.49	0.56	0	0.29	0	0.22	0.62	0.66	0.03	0	0	0.43	NA	0
FEX_0005339	 tan	0.11	0.29	0.12	0.56	0.13	1.51	1.46	0.35	3.73	0.28	0.18	0.26	0.15	0.12	0.02	0.13	0.05	0.04	0.29	1.11
FEX_0005340	 darkolivegreen	0.33	0	0.12	0	0	2.92	0.05	0	NA	0.34	NA	0	0	0.19	0	0	0.03	0.82	0	0.03
FEX_0005341	 lightsteelblue1	NA	0	NA	NA	0.14	NA	NA	0.37	0.43	0	0	0	0	0	NA	0.06	0	0	0	0
FEX_0005342	 purple	2.88	NA	NA	48.37	0	NA	0.7	0.25	0	0.35	46.88	0.3	16.97	0	NA	NA	100	49.76	0.56	8.7
FEX_0005343	 tan	0.13	0.28	0.1	0.57	NA	0.97	0.28	0.38	7.31	0.28	0.04	0.25	0.07	0.1	0	0.04	0.03	0.1	0.42	0.25
FEX_0005344	 brown	0	NA	NA	0	NA	NA	0.14	0.66	NA	0	0.19	0.44	17.04	0	NA	NA	NA	0	0.09	0.88
FEX_0005345	 blue	0.04	0.74	0.02	0.34	0	3.73	0.08	0.48	0.32	0	0.53	0.29	5.93	7.14	0.07	10.05	0.02	1.01	0.14	0.25
FEX_0005346	 darkolivegreen	0.49	0.08	0.19	1.42	0.12	1.85	0.29	0.36	0.23	0.29	0.39	0.34	0.4	0.06	0.37	0.12	0.03	0.13	0.43	0.13
FEX_0005347	 magenta	0.46	0.16	0.15	NA	NA	NA	NA	0	0	0.98	0.77	0.94	0.31	0	NA	NA	NA	0.16	0.8	NA
FEX_0005348	 darkolivegreen	0.08	6.08	0.6	1.25	0.27	7.03	0.15	2.74	0.24	0.16	0.28	0.41	0.17	2.38	0.06	0.25	0.06	0.22	0.04	0.49
FEX_0005349	 darkolivegreen	NA	0.21	NA	NA	NA	NA	0	0.2	0	0	NA	0.42	0.03	NA	NA	NA	0.13	0	0	0
FEX_0005350	 darkolivegreen	NA	0.21	NA	NA	NA	NA	0	0.2	0	0	NA	0.42	0.03	NA	NA	NA	0.13	0	0	0
FEX_0005351	 darkolivegreen	0	0.04	0	0.16	0.36	NA	0.25	0.13	0	0	0.09	0.34	0.23	0	0	0	NA	0.16	0	0.24
FEX_0005352	 blue	0	0.05	0.03	0	0.12	NA	0.68	0	0	0	0	0.21	0.17	1.25	0.02	0	0.12	0.07	0.32	0.36
FEX_0005353	 darkolivegreen	0.06	0	0.1	0	0	2.14	0.7	0.37	0.04	0	0.35	0	0.23	0.57	0.04	0	0	0	0.23	0.38
FEX_0005354	 darkolivegreen	0	0.48	0.31	0.83	0.15	2.64	0.05	0.51	0.27	0	0.29	0.28	0.22	0	0.06	NA	0.37	0	0.12	0.11
FEX_0005355	 darkolivegreen	0	0	0	0.19	NA	NA	0.12	0	0.05	0	0	NA	0.18	0	NA	0.11	0	0.18	NA	0
FEX_0005356	 lightsteelblue1	NA	0	0	0.05	0	1.6	0	17.17	0	0	0	0	NA	0	0	0	0	0	NA	0.94
FEX_0005357	 darkolivegreen	0.22	0.18	0	0.23	NA	1.62	0	0.25	0.19	0	0.16	0.14	1.35	0	0.39	0	NA	0.24	0.79	0.16
FEX_0005360	 salmon	100	98.04	0	25.04	NA	NA	0	22.22	NA	11.24	NA	0.26	0	0	NA	NA	NA	25	0.28	11.11
FEX_0005361	 greenyellow	25	98.04	0	25.04	NA	NA	0	22.22	NA	11.24	NA	0.26	0	0	NA	NA	NA	14.29	0.28	8.59
FEX_0005362	 lightsteelblue1	0	0	0.11	0.21	NA	1.38	0.28	11.38	0.26	0	0.18	0.33	2.56	0.19	0	0.16	0	0.64	6.98	0.13
FEX_0005364	 tan	0.13	0	1.23	0	0.43	4.29	0	0.14	20.31	0.16	0	0	0	0	0.08	0	0.06	0.1	6.38	0.26
FEX_0005365	 darkolivegreen	0.18	0.31	0.13	0.07	0.61	1.34	0.27	0.27	0.37	0.58	0.23	0.11	0.08	0.51	0	0.06	0.02	0.04	0.12	0.02
FEX_0005366	 darkolivegreen	0.18	0.31	0.13	0.07	0.61	1.34	0.27	0.27	0.37	0.58	0.23	0.11	0.08	0.51	0	0.06	0.02	0.04	0.12	0.02
FEX_0005367	 darkolivegreen	0.14	2.56	0	0.08	0.2	1.85	0.09	0.38	1.97	NA	0.8	0.51	0.46	NA	NA	0.09	NA	0	0.1	0.1
FEX_0005368	 darkolivegreen	0	0.77	0.08	0	NA	0.64	0.19	0.25	0.54	0.08	0.13	0.29	0.12	0	0	0	0	0.13	0	0.11
FEX_0005369	 darkolivegreen	0	0.77	0.08	0	NA	0.64	0.19	0.25	0.54	0.08	0.13	0.29	0.12	0	0	0	0	0.13	0	0.11
FEX_0005370	 darkolivegreen	0.05	0.23	0.31	0.39	0.1	2.86	0.34	0.02	0.2	0.25	0.62	0.42	0.06	0	0.03	0	0.02	0.11	0.1	0.26
FEX_0005371	 darkolivegreen	0.05	0.23	0.31	0.39	0.1	2.86	0.34	0.02	0.2	0.25	0.62	0.42	0.06	0	0.03	0	0.02	0.11	0.1	0.26
FEX_0005372	 brown	0	NA	NA	0	NA	1.75	0.33	0.78	0.34	0.93	0	0	6.36	0	NA	0.95	0.3	NA	NA	0.45
FEX_0005373	 darkred	0.11	NA	0	0.08	0.32	1.33	0.22	0.48	0.24	0.27	0.14	0	1.33	0.03	0.04	0.37	0.06	0.12	3.45	0.24
FEX_0005374	 darkolivegreen	0	0	0	0	NA	1.92	0.58	0.83	0.67	0.16	NA	0.3	0	0	0.06	0.34	0.08	0.33	NA	0.76
FEX_0005375	 mediumpurple3	50	NA	NA	NA	NA	0.48	20	1.19	NA	0.93	16.85	0.07	0.79	0.16	NA	1.19	NA	0	0.32	32.04
FEX_0005377	 greenyellow	NA	99.44	20	1.05	0	2.79	20	30	4.96	0	0	NA	0.62	42.77	0	NA	0.21	0	0	21.83
FEX_0005378	 grey	0	25.06	20	1.05	0.06	2.79	14.46	9.09	2.2	0	0.86	NA	0.69	23.03	0	0	0.21	0	0	21.75
FEX_0005379	 brown	0	0.26	NA	NA	0.18	NA	0.4	0	0.3	0	0.86	NA	0.86	0	NA	0	NA	NA	NA	0.27
FEX_0005380	 black	10.11	0.23	3.16	0.22	0.12	0	0.28	0.19	14.34	NA	0.15	33.33	16.61	5	0	2.89	0.04	0.06	0.1	6.96
FEX_0005381	 black	11.23	0.23	NA	0.22	0.12	0	0.35	0.19	33.47	NA	0.08	50	16.61	11.11	0	2.89	0	0	0.1	6.96
FEX_0005382	 darkred	0	0.15	0.11	0	0	NA	0	0.92	0.12	0.64	NA	0	0.33	0	0.07	NA	0.05	0.2	4.64	0.2
FEX_0005383	 darkred	0	0.15	0.06	0	0	NA	0	0.54	0.08	0.64	0.26	1.33	0.27	0.03	0.06	0	0.03	0.23	4.64	0.17
FEX_0005384	 darkolivegreen	0	0.18	0.06	0.55	0	1.65	0.38	0.39	0.06	0.17	1.73	0.47	0.42	0.26	0.02	0	0.03	0.39	1.86	0.27
FEX_0005385	 black	NA	NA	0	4.6	NA	NA	NA	0.23	0	NA	0.26	4	0.48	0.09	0.05	0	0	0.31	NA	0
FEX_0005386	 darkolivegreen	0.1	0.05	0	0.93	0.08	1.53	0.29	0.26	0.33	0.32	0.05	0.11	0.3	0	0	0	0.13	0.19	0.22	1.31
FEX_0005387	 blue	0.13	0.5	0.3	0.42	0	1.81	0.1	0	0	0	0.29	0.34	0	7.14	NA	0	0	0.44	0	0.42
FEX_0005388	 darkolivegreen	0	0	0.04	0	NA	1.5	0	0	NA	0	NA	0	0.17	0	0	0.13	0.18	NA	0	0
FEX_0005389	 darkolivegreen	0	0.13	0.03	0.15	0.22	1.78	0.08	0.16	1.94	0	0	0	0.03	0	0	0.06	0.15	0	0	0.62
FEX_0005390	 darkolivegreen	0.15	20.14	0	5.9	NA	51.42	0.11	16.67	0.19	NA	0.21	1.08	0.17	20	0	0.41	0.14	0	0.26	0
FEX_0005393	 green	0	14.79	0	0.41	NA	1.47	79.87	0.31	NA	11.78	0	0	17.52	0	NA	0.18	NA	14.44	0	14.29
FEX_0005397	 red	0.39	0.12	0	97.28	NA	4.14	0.29	0.14	20.33	0	0.64	0.11	0.4	0	NA	0	0	0	NA	0.29
FEX_0005398	 darkolivegreen	0.19	0.1	0	NA	0	1.96	0.23	0.26	0.28	0.09	0.28	0.13	0.52	0	0	0	0.09	0.05	NA	0.23
FEX_0005399	 darkgreen	0	33.33	0	0	100	3.4	0	7.66	0.04	0	NA	0.13	37.47	20.06	25.06	16.86	9.98	28.29	0	12.14
FEX_0005400	 blue	0	100	0	NA	NA	4.54	0	25	0	0	NA	0.18	62.29	100	0.08	0.35	33.26	0.6	NA	16.67
FEX_0005402	 darkolivegreen	0	0.31	0	NA	0.82	51.8	8.46	52.75	0	NA	50.44	60	16.97	0	0.1	NA	0	43.31	67.92	10.88
FEX_0005403	 purple	0	0.48	0.05	1.1	0.82	4	0.22	7.36	0	0.32	0.62	28.57	0.42	0	0.1	NA	0.04	17.9	0.14	0.47
FEX_0005404	 green	0	NA	NA	NA	NA	NA	50	0	NA	0.51	0	0	NA	28.57	0.12	16.67	NA	18.44	0.28	25.19
FEX_0005405	 darkolivegreen	0	0.56	0	0	NA	4.57	0.17	0	0.68	0	0.62	0	0.45	0	0	0	0.12	0.31	0	0
FEX_0005406	 darkolivegreen	25	93.59	20.16	32.33	0.39	98.45	0.98	0.23	24.91	0.08	6.23	0	25.41	59.06	25.29	NA	51.19	0	0.11	7.3
FEX_0005407	 darkolivegreen	0	0	0	NA	NA	NA	0.19	2.35	NA	0	0.89	0.58	1.5	0	0.14	0.18	0.06	0.48	0	0.35
FEX_0005408	 brown	0	0	NA	NA	NA	NA	0.06	0.21	NA	0	0.9	0.86	1.33	0	0.07	0.17	0	0.45	0	0.23
FEX_0005411	 skyblue	0.09	0.24	0.1	NA	0	NA	6.88	0.06	49.92	0	0.35	30	2.6	25.09	0.09	0	50	22.13	NA	0
FEX_0005414	 darkolivegreen	0	NA	100	NA	NA	NA	NA	52.22	66.56	4.17	2.38	73.3	97.14	0	NA	0.46	100	78.89	0.9	75
FEX_0005415	 skyblue	1.15	NA	NA	48.37	0	NA	0.46	0.09	0	0.36	23.44	0.18	16.97	25	NA	33.33	100	49.76	0.39	14.01
FEX_0005417	 tan	0.83	0.09	0.31	0.11	0.27	2.51	0.14	0.42	8.56	3.44	0.44	0.33	0.12	0.02	0.03	0.04	6.27	2.31	0.02	2.02
FEX_0005418	 darkolivegreen	33.33	66.05	98.98	NA	NA	2.34	66.67	98.68	0	98.89	NA	100	90.17	85.71	NA	NA	100	100	66.67	99.79
FEX_0005419	 darkolivegreen	33.33	66.05	98.98	NA	NA	2.34	66.67	98.68	0	98.89	NA	100	90.17	85.71	NA	NA	100	100	66.67	99.79
FEX_0005420	 purple	0.05	0.12	0.06	1.23	0.1	2.18	0.19	0.33	18.22	10.2	0.17	0	0.15	0.13	0.08	0	8.71	9.98	0.27	3.58
FEX_0005421	 darkolivegreen	0.06	0.12	0.08	1.16	0.1	1.95	0.19	0.52	0.07	0.24	0.43	0	0.06	0.16	0.08	0.05	0	0.12	0.23	0.75
FEX_0005427	 green	39.44	99.76	100	NA	99.1	33.33	0	100	99.66	100	52.12	50	97.22	52.54	100	99.69	69.53	46.49	NA	99.68
FEX_0005428	 darkolivegreen	0.35	0.22	0.02	0	0.21	3.89	0.56	0.29	0.18	0	0.63	1.96	0.16	0	0.12	0	0.26	0	0.02	0.23
FEX_0005429	 darkolivegreen	0	0.66	0	0.14	NA	1.28	0.56	0	0	NA	NA	0.95	0.13	0	0	NA	0	NA	0	NA
FEX_0005430	 magenta	NA	NA	NA	0	NA	NA	0	0	1.85	0	0.72	0	0	0	NA	NA	NA	0	0	0
FEX_0005433	 mediumpurple3	7.56	3.04	0.13	0	NA	2.29	0.34	0.42	0.19	0	0.53	0.1	0.6	5	0.1	14.61	0	0.12	0	12.63
FEX_0005434	 red	0	0	0.6	2.79	0	0.48	1.07	0.41	0.23	NA	0	0	0	0	NA	NA	NA	0	NA	0
FEX_0005436	 red	0	0	0.6	2.79	0	0.48	0.54	0.41	0.32	0	0	0	0	0	NA	NA	NA	0	NA	0
FEX_0005437	 salmon	1.45	0.11	NA	NA	0.14	2.6	0.07	0	NA	0	0.51	0	0	0	NA	NA	0	0	NA	0
FEX_0005438	 green	15.32	0.07	0	NA	NA	2.88	14.29	0	0.28	0	0.68	1.24	0	10.09	0	NA	0	0.88	0.31	0.36
FEX_0005439	 purple	33.33	0.48	0	99.33	NA	100	50	0	0	33.24	100	NA	37.19	0	100	100	0	100	0.07	30.36
FEX_0005440	 black	30.07	NA	NA	0	NA	NA	0	3.85	0	NA	46.28	96.67	0	0	NA	NA	0	0	0	0
FEX_0005441	 brown	0.36	0.17	0.19	0	0.19	2.14	0.33	0	0	0.52	0.12	0.14	27.27	0.17	0	0.04	0.12	0.16	0.57	0.07
FEX_0005442	 green	0.04	0.13	0.19	NA	0.19	0.95	25.33	0	0	NA	0.38	0.31	13.74	0.05	0	0.03	0.19	0.27	0.47	0.04
FEX_0005446	 purple	0.88	0.46	50	0	50	3.01	0.4	0.25	25.19	NA	0.37	0.24	0.14	0	0.09	0.35	0.1	16.72	0.01	20.12
FEX_0005447	 mediumpurple3	0.88	0.46	0	0	50	3.01	0.4	0.35	0.21	NA	0.28	0.24	0.14	0	0.09	0.35	0.1	0.09	0.01	12.65
FEX_0005448	 salmon	99.72	NA	0.55	18.48	NA	1.11	19.47	0	29.16	0.13	2.7	0.97	0	0.3	NA	0.1	16.76	12.28	0	22.98
FEX_0005449	 salmon	49.86	NA	NA	22.14	NA	1.11	16.23	0	29.16	0.13	2.7	0.97	0	0.35	NA	0.1	16.76	12.28	0	19.7
FEX_0005450	 darkolivegreen	0.07	0.24	0	0.33	0.29	2.91	0.24	0.99	0.21	0.32	0.69	0.26	0.68	0	0.1	0	0.03	0.36	0.08	0.15
FEX_0005452	 brown	17.22	6.98	NA	12.21	100	25.59	6.72	10.05	NA	0.28	1.72	0.31	59.52	0	0.02	5.93	NA	14.48	0.07	11.68
FEX_0005453	 darkolivegreen	0.67	0.15	NA	0	NA	0.92	0.07	0.06	NA	0.28	0.25	0	0	0	0	0	NA	0.28	0	0.28
FEX_0005454	 mediumpurple3	100	62.07	NA	97.69	100	99.22	100	NA	NA	NA	12	2.49	97.62	NA	NA	41.5	NA	100	0	10.13
FEX_0005456	 tan	30.02	33.48	0	NA	33.37	1.05	26.99	44.21	97.56	21.07	16.93	33.36	25.33	24.65	NA	0.62	11.2	41.42	18.22	40.14
FEX_0005457	 tan	21.44	33.48	0	0.71	14.37	0.98	21.28	44.21	97.56	21.07	16.93	33.36	25.33	17.06	NA	0.62	11.2	28.47	18.22	31.78
